ROWHEADER,Test,ODI,T20,IPL,name
100s,6,21,1,2,Quinton de Kock
200s,0,0,0,0,Quinton de Kock
300s,0,0,0,0,Quinton de Kock
400s,0,0,0,0,Quinton de Kock
Matches,20,107,38,59,Imran Tahir
Innings,23,36,4,9,Imran Tahir
Runs,130,157,19,33,Imran Tahir
Balls,235,225,18,37,Imran Tahir
Highest,29,29,9,13,Imran Tahir
Average,9.29,7.85,19,8.25,Imran Tahir
SR,55.32,69.78,105.56,89.19,Imran Tahir
Not Out,9,16,3,5,Imran Tahir
Fours,18,21,1,5,Imran Tahir
Sixes,1,1,1,0,Imran Tahir
Ducks,2,6,0,0,Imran Tahir
50s,0,0,0,0,Imran Tahir
100s,0,0,0,0,Imran Tahir
200s,0,0,0,0,Imran Tahir
300s,0,0,0,0,Imran Tahir
400s,0,0,0,0,Imran Tahir
Matches,70,106,65,82,Kagiso Rabada
Innings,106,45,24,32,Kagiso Rabada
Runs,1030,401,156,213,Kagiso Rabada
Balls,2053,507,141,198,Kagiso Rabada
Highest,47,31,22,44,Kagiso Rabada
Average,11.98,14.85,17.33,12.53,Kagiso Rabada
SR,50.18,79.10,110.64,107.58,Kagiso Rabada
Not Out,20,18,15,15,Kagiso Rabada
Fours,135,30,14,16,Kagiso Rabada
Sixes,16,12,5,9,Kagiso Rabada
Ducks,20,2,4,4,Kagiso Rabada
50s,0,0,0,0,Kagiso Rabada
100s,0,0,0,0,Kagiso Rabada
200s,0,0,0,0,Kagiso Rabada
300s,0,0,0,0,Kagiso Rabada
400s,0,0,0,0,Kagiso Rabada
Matches,19,67,43,14,Lungi Ngidi
Innings,30,27,13,0,Lungi Ngidi
Runs,97,124,41,0,Lungi Ngidi
Balls,229,236,52,0,Lungi Ngidi
Highest,19,20,13,0,Lungi Ngidi
Average,4.85,11.27,8.2,0,Lungi Ngidi
SR,42.36,52.55,78.85,0,Lungi Ngidi
Not Out,10,16,8,0,Lungi Ngidi
Fours,14,8,4,0,Lungi Ngidi
Sixes,1,6,0,0,Lungi Ngidi
Ducks,8,5,2,0,Lungi Ngidi
50s,0,0,0,0,Lungi Ngidi
100s,0,0,0,0,Lungi Ngidi
200s,0,0,0,0,Lungi Ngidi
300s,0,0,0,0,Lungi Ngidi
400s,0,0,0,0,Lungi Ngidi
Matches,2,55,70,5,Tabraiz Shamsi
Innings,4,15,14,1,Tabraiz Shamsi
Runs,20,39,10,2,Tabraiz Shamsi
Balls,48,69,27,4,Tabraiz Shamsi
Highest,18,11,4,2,Tabraiz Shamsi
Average,20,9.75,2,0,Tabraiz Shamsi
SR,41.67,56.53,37.04,50.00,Tabraiz Shamsi
Not Out,3,11,9,1,Tabraiz Shamsi
Fours,2,4,0,0,Tabraiz Shamsi
Sixes,0,0,0,0,Tabraiz Shamsi
Ducks,0,3,5,0,Tabraiz Shamsi
50s,0,0,0,0,Tabraiz Shamsi
100s,0,0,0,0,Tabraiz Shamsi
200s,0,0,0,0,Tabraiz Shamsi
300s,0,0,0,0,Tabraiz Shamsi
400s,0,0,0,0,Tabraiz Shamsi
Matches,1,10,19,7,Beuran Hendricks
Innings,2,4,5,3,Beuran Hendricks
Runs,9,24,18,1,Beuran Hendricks
Balls,18,45,23,3,Beuran Hendricks
Highest,5,18,12,1,Beuran Hendricks
Average,9,8,6,1,Beuran Hendricks
SR,50.00,53.34,78.27,33.34,Beuran Hendricks
Not Out,1,1,2,2,Beuran Hendricks
Fours,1,2,0,0,Beuran Hendricks
Sixes,0,0,1,0,Beuran Hendricks
Ducks,0,0,1,1,Beuran Hendricks
50s,0,0,0,0,Beuran Hendricks
100s,0,0,0,0,Beuran Hendricks
200s,0,0,0,0,Beuran Hendricks
300s,0,0,0,0,Beuran Hendricks
400s,0,0,0,0,Beuran Hendricks
Matches,56,122,26,1,Darren Bravo
Innings,102,117,22,1,Darren Bravo
Runs,3538,3109,405,6,Darren Bravo
Balls,7886,4434,379,5,Darren Bravo
Highest,218,124,43,6,Darren Bravo
Average,36.1,29.61,21.32,0,Darren Bravo
SR,44.87,70.12,106.87,120.00,Darren Bravo
Not Out,4,12,3,1,Darren Bravo
Fours,405,252,32,1,Darren Bravo
Sixes,41,75,14,0,Darren Bravo
Ducks,5,9,3,0,Darren Bravo
50s,17,18,0,0,Darren Bravo
100s,8,4,0,0,Darren Bravo
200s,1,0,0,0,Darren Bravo
300s,0,0,0,0,Darren Bravo
400s,0,0,0,0,Darren Bravo
Matches,103,301,79,142,Chris Gayle
Innings,182,294,75,141,Chris Gayle
Runs,7215,10480,1899,4965,Chris Gayle
Balls,11970,12019,1381,3333,Chris Gayle
Highest,333,215,117,175,Chris Gayle
Average,42.19,37.7,27.93,39.72,Chris Gayle
SR,60.28,87.20,137.51,148.97,Chris Gayle
Not Out,11,16,7,16,Chris Gayle
Fours,1046,1128,158,405,Chris Gayle
Sixes,98,331,124,357,Chris Gayle
Ducks,15,25,4,8,Chris Gayle
50s,37,54,14,31,Chris Gayle
100s,15,25,2,6,Chris Gayle
200s,3,1,0,0,Chris Gayle
300s,2,0,0,0,Chris Gayle
400s,0,0,0,0,Chris Gayle
Matches,0,63,61,27,Evin Lewis
Innings,0,60,60,26,Evin Lewis
Runs,0,2131,1643,654,Evin Lewis
Balls,0,2472,1081,477,Evin Lewis
Highest,0,176,125,65,Evin Lewis
Average,0,38.05,28.82,27.25,Evin Lewis
SR,0,86.21,151.99,137.11,Evin Lewis
Not Out,0,4,3,2,Evin Lewis
Fours,0,206,125,62,Evin Lewis
Sixes,0,69,124,36,Evin Lewis
Ducks,0,3,5,2,Evin Lewis
50s,0,11,12,4,Evin Lewis
100s,0,5,2,0,Evin Lewis
200s,0,0,0,0,Evin Lewis
300s,0,0,0,0,Evin Lewis
400s,0,0,0,0,Evin Lewis
Matches,16,56,62,79,Shimron Hetmyer
Innings,30,51,52,73,Shimron Hetmyer
Runs,838,1539,942,1407,Shimron Hetmyer
Balls,1138,1460,795,920,Shimron Hetmyer
Highest,93,139,81,75,Shimron Hetmyer
Average,27.93,32.06,20.04,30.59,Shimron Hetmyer
SR,73.64,105.42,118.50,152.94,Shimron Hetmyer
Not Out,0,3,5,27,Shimron Hetmyer
Fours,85,117,63,87,Shimron Hetmyer
Sixes,27,56,47,91,Shimron Hetmyer
Ducks,0,3,4,2,Shimron Hetmyer
50s,5,4,5,5,Shimron Hetmyer
100s,0,5,0,0,Shimron Hetmyer
200s,0,0,0,0,Shimron Hetmyer
300s,0,0,0,0,Shimron Hetmyer
400s,0,0,0,0,Shimron Hetmyer
Matches,0,20,39,5,Fabian Allen
Innings,0,16,27,4,Fabian Allen
Runs,0,200,272,14,Fabian Allen
Balls,0,203,199,19,Fabian Allen
Highest,0,51,34,8,Fabian Allen
Average,0,15.38,15.11,7,Fabian Allen
SR,0,98.53,136.69,73.69,Fabian Allen
Not Out,0,3,9,2,Fabian Allen
Fours,0,18,16,1,Fabian Allen
Sixes,0,8,21,0,Fabian Allen
Ducks,0,2,5,0,Fabian Allen
50s,0,1,0,0,Fabian Allen
100s,0,0,0,0,Fabian Allen
200s,0,0,0,0,Fabian Allen
300s,0,0,0,0,Fabian Allen
400s,0,0,0,0,Fabian Allen
Matches,69,138,63,46,Jason Holder
Innings,123,114,44,27,Jason Holder
Runs,3073,2237,491,259,Jason Holder
Balls,5595,2479,380,210,Jason Holder
Highest,202,99,38,47,Jason Holder
Average,29.83,24.86,16.37,12.33,Jason Holder
SR,54.93,90.24,129.22,123.34,Jason Holder
Not Out,20,24,14,6,Jason Holder
Fours,359,160,31,13,Jason Holder
Sixes,55,69,27,18,Jason Holder
Ducks,11,11,7,2,Jason Holder
50s,14,12,0,0,Jason Holder
100s,3,0,0,0,Jason Holder
200s,1,0,0,0,Jason Holder
300s,0,0,0,0,Jason Holder
400s,0,0,0,0,Jason Holder
Matches,1,56,83,133,Andre Russell
Innings,1,47,72,110,Andre Russell
Runs,2,1034,1063,2518,Andre Russell
Balls,9,794,648,1451,Andre Russell
Highest,2,92,71,88,Andre Russell
Average,2,27.21,22.15,27.98,Andre Russell
SR,22.23,130.23,164.05,173.54,Andre Russell
Not Out,0,9,24,20,Andre Russell
Fours,0,94,63,173,Andre Russell
Sixes,0,57,89,212,Andre Russell
Ducks,0,6,9,5,Andre Russell
50s,0,4,3,11,Andre Russell
100s,0,0,0,0,Andre Russell
200s,0,0,0,0,Andre Russell
300s,0,0,0,0,Andre Russell
400s,0,0,0,0,Andre Russell
Matches,3,44,41,16,Carlos Brathwaite
Innings,5,37,27,14,Carlos Brathwaite
Runs,181,559,310,181,Carlos Brathwaite
Balls,284,614,274,111,Carlos Brathwaite
Highest,69,101,37,43,Carlos Brathwaite
Average,45.25,16.44,14.76,13.92,Carlos Brathwaite
SR,63.74,91.05,113.14,163.07,Carlos Brathwaite
Not Out,1,3,6,1,Carlos Brathwaite
Fours,12,38,13,10,Carlos Brathwaite
Sixes,7,24,22,16,Carlos Brathwaite
Ducks,1,2,3,0,Carlos Brathwaite
50s,3,1,0,0,Carlos Brathwaite
100s,0,1,0,0,Carlos Brathwaite
200s,0,0,0,0,Carlos Brathwaite
300s,0,0,0,0,Carlos Brathwaite
400s,0,0,0,0,Carlos Brathwaite
Matches,38,133,39,9,Shai Hope
Innings,72,128,37,9,Shai Hope
Runs,1726,5443,847,183,Shai Hope
Balls,4124,6981,612,122,Shai Hope
Highest,147,170,82,41,Shai Hope
Average,25.01,49.48,26.47,22.88,Shai Hope
SR,41.86,77.97,138.40,150.00,Shai Hope
Not Out,3,18,5,1,Shai Hope
Fours,199,426,69,12,Shai Hope
Sixes,6,102,44,12,Shai Hope
Ducks,2,5,3,0,Shai Hope
50s,5,26,5,0,Shai Hope
100s,2,17,0,0,Shai Hope
200s,0,0,0,0,Shai Hope
300s,0,0,0,0,Shai Hope
400s,0,0,0,0,Shai Hope
Matches,0,61,106,83,Nicholas Pooran
Innings,0,58,97,80,Nicholas Pooran
Runs,0,1983,2275,2126,Nicholas Pooran
Balls,0,2000,1668,1261,Nicholas Pooran
Highest,0,118,98,87,Nicholas Pooran
Average,0,39.66,26.15,34.85,Nicholas Pooran
SR,0,99.15,136.40,168.60,Nicholas Pooran
Not Out,0,8,10,19,Nicholas Pooran
Fours,0,157,152,140,Nicholas Pooran
Sixes,0,80,149,158,Nicholas Pooran
Ducks,0,3,3,9,Nicholas Pooran
50s,0,11,13,13,Nicholas Pooran
100s,0,3,0,0,Nicholas Pooran
200s,0,0,0,0,Nicholas Pooran
300s,0,0,0,0,Nicholas Pooran
400s,0,0,0,0,Nicholas Pooran
Matches,2,38,45,6,Sheldon Cottrell
Innings,4,19,10,1,Sheldon Cottrell
Runs,11,88,18,0,Sheldon Cottrell
Balls,24,130,29,2,Sheldon Cottrell
Highest,5,17,4,0,Sheldon Cottrell
Average,2.75,11,4.5,0,Sheldon Cottrell
SR,45.84,67.70,62.07,0.00,Sheldon Cottrell
Not Out,0,11,6,0,Sheldon Cottrell
Fours,1,6,2,0,Sheldon Cottrell
Sixes,0,4,0,0,Sheldon Cottrell
Ducks,1,2,1,1,Sheldon Cottrell
50s,0,0,0,0,Sheldon Cottrell
100s,0,0,0,0,Sheldon Cottrell
200s,0,0,0,0,Sheldon Cottrell
300s,0,0,0,0,Sheldon Cottrell
400s,0,0,0,0,Sheldon Cottrell
Matches,59,25,2,0,Shannon Gabriel
Innings,88,16,0,0,Shannon Gabriel
Runs,229,24,0,0,Shannon Gabriel
Balls,660,63,0,0,Shannon Gabriel
Highest,20,12,0,0,Shannon Gabriel
Average,4.24,3.43,0,0,Shannon Gabriel
SR,34.70,38.10,0,0,Shannon Gabriel
Not Out,34,9,0,0,Shannon Gabriel
Fours,28,1,0,0,Shannon Gabriel
Sixes,6,0,0,0,Shannon Gabriel
Ducks,23,4,0,0,Shannon Gabriel
50s,0,0,0,0,Shannon Gabriel
100s,0,0,0,0,Shannon Gabriel
200s,0,0,0,0,Shannon Gabriel
300s,0,0,0,0,Shannon Gabriel
400s,0,0,0,0,Shannon Gabriel
Matches,85,95,11,2,Kemar Roach
Innings,136,60,1,1,Kemar Roach
Runs,1286,308,3,10,Kemar Roach
Balls,3426,594,2,9,Kemar Roach
Highest,47,34,3,10,Kemar Roach
Average,11.91,12.83,0,10,Kemar Roach
SR,37.54,51.86,150.00,111.12,Kemar Roach
Not Out,28,36,1,0,Kemar Roach
Fours,150,24,0,1,Kemar Roach
Sixes,16,6,0,0,Kemar Roach
Ducks,20,9,0,0,Kemar Roach
50s,0,0,0,0,Kemar Roach
100s,0,0,0,0,Kemar Roach
200s,0,0,0,0,Kemar Roach
300s,0,0,0,0,Kemar Roach
400s,0,0,0,0,Kemar Roach
Matches,0,54,13,0,Ashley Nurse
Innings,0,40,8,0,Ashley Nurse
Runs,0,502,85,0,Ashley Nurse
Balls,0,513,71,0,Ashley Nurse
Highest,0,44,20,0,Ashley Nurse
Average,0,19.31,42.5,0,Ashley Nurse
SR,0,97.86,119.72,0,Ashley Nurse
Not Out,0,14,6,0,Ashley Nurse
Fours,0,44,7,0,Ashley Nurse
Sixes,0,12,3,0,Ashley Nurse
Ducks,0,2,0,0,Ashley Nurse
50s,0,0,0,0,Ashley Nurse
100s,0,0,0,0,Ashley Nurse
200s,0,0,0,0,Ashley Nurse
300s,0,0,0,0,Ashley Nurse
400s,0,0,0,0,Ashley Nurse
Matches,0,25,21,4,Oshane Thomas
Innings,0,14,7,0,Oshane Thomas
Runs,0,22,9,0,Oshane Thomas
Balls,0,73,15,0,Oshane Thomas
Highest,0,7,8,0,Oshane Thomas
Average,0,4.4,2.25,0,Oshane Thomas
SR,0,30.14,60.00,0,Oshane Thomas
Not Out,0,9,3,0,Oshane Thomas
Fours,0,2,2,0,Oshane Thomas
Sixes,0,0,0,0,Oshane Thomas
Ducks,0,3,3,0,Oshane Thomas
50s,0,0,0,0,Oshane Thomas
100s,0,0,0,0,Oshane Thomas
200s,0,0,0,0,Oshane Thomas
300s,0,0,0,0,Oshane Thomas
400s,0,0,0,0,Oshane Thomas
Matches,23,128,71,0,Craig Ervine
Innings,46,124,70,0,Craig Ervine
Runs,1598,3600,1449,0,Craig Ervine
Balls,3169,4695,1370,0,Craig Ervine
Highest,160,130,70,0,Craig Ervine
Average,37.16,33.03,21.95,0,Craig Ervine
SR,50.43,76.68,105.77,0,Craig Ervine
Not Out,3,15,4,0,Craig Ervine
Fours,170,350,143,0,Craig Ervine
Sixes,14,47,30,0,Craig Ervine
Ducks,2,11,5,0,Craig Ervine
50s,7,23,9,0,Craig Ervine
100s,4,4,0,0,Craig Ervine
200s,0,0,0,0,Craig Ervine
300s,0,0,0,0,Craig Ervine
400s,0,0,0,0,Craig Ervine
Matches,38,209,65,0,Hamilton Masakadza
Innings,76,208,66,0,Hamilton Masakadza
Runs,2222,5658,1662,0,Hamilton Masakadza
Balls,5008,7728,1418,0,Hamilton Masakadza
Highest,158,178,93,0,Hamilton Masakadza
Average,30.03,27.74,25.97,0,Hamilton Masakadza
SR,44.37,73.22,117.21,0,Hamilton Masakadza
Not Out,2,4,2,0,Hamilton Masakadza
Fours,265,585,151,0,Hamilton Masakadza
Sixes,23,86,65,0,Hamilton Masakadza
Ducks,10,15,1,0,Hamilton Masakadza
50s,8,34,11,0,Hamilton Masakadza
100s,5,5,0,0,Hamilton Masakadza
200s,0,0,0,0,Hamilton Masakadza
300s,0,0,0,0,Hamilton Masakadza
400s,0,0,0,0,Hamilton Masakadza
Matches,18,151,105,9,Sikandar Raza
Innings,35,142,100,9,Sikandar Raza
Runs,1286,4325,2403,182,Sikandar Raza
Balls,2339,5044,1766,136,Sikandar Raza
Highest,127,141,133,57,Sikandar Raza
Average,36.74,36.04,25.84,26,Sikandar Raza
SR,54.99,85.75,136.08,133.83,Sikandar Raza
Not Out,0,22,7,2,Sikandar Raza
Fours,126,360,180,12,Sikandar Raza
Sixes,17,105,117,8,Sikandar Raza
Ducks,3,3,8,0,Sikandar Raza
50s,9,22,14,1,Sikandar Raza
100s,1,7,1,0,Sikandar Raza
200s,0,0,0,0,Sikandar Raza
300s,0,0,0,0,Sikandar Raza
400s,0,0,0,0,Sikandar Raza
Matches,17,162,81,0,Sean Williams
Innings,33,157,80,0,Sean Williams
Runs,1363,5140,1691,0,Sean Williams
Balls,2248,5918,1338,0,Sean Williams
Highest,154,174,66,0,Sean Williams
Average,45.43,37.52,23.49,0,Sean Williams
SR,60.64,86.86,126.39,0,Sean Williams
Not Out,3,20,8,0,Sean Williams
Fours,150,462,161,0,Sean Williams
Sixes,10,63,42,0,Sean Williams
Ducks,0,9,6,0,Sean Williams
50s,3,36,11,0,Sean Williams
100s,5,8,0,0,Sean Williams
200s,0,0,0,0,Sean Williams
300s,0,0,0,0,Sean Williams
400s,0,0,0,0,Sean Williams
Matches,2,47,9,0,Solomon Mire
Innings,4,47,8,0,Solomon Mire
Runs,78,955,253,0,Solomon Mire
Balls,135,1191,196,0,Solomon Mire
Highest,47,112,94,0,Solomon Mire
Average,19.5,20.32,31.63,0,Solomon Mire
SR,57.78,80.19,129.09,0,Solomon Mire
Not Out,0,0,0,0,Solomon Mire
Fours,12,93,23,0,Solomon Mire
Sixes,1,24,13,0,Solomon Mire
Ducks,1,4,0,0,Solomon Mire
50s,0,3,2,0,Solomon Mire
100s,0,1,0,0,Solomon Mire
200s,0,0,0,0,Solomon Mire
300s,0,0,0,0,Solomon Mire
400s,0,0,0,0,Solomon Mire
Matches,7,14,3,0,Brian Chari
Innings,14,14,3,0,Brian Chari
Runs,254,186,21,0,Brian Chari
Balls,642,399,31,0,Brian Chari
Highest,80,39,19,0,Brian Chari
Average,18.14,13.29,7,0,Brian Chari
SR,39.57,46.62,67.75,0,Brian Chari
Not Out,0,0,0,0,Brian Chari
Fours,26,12,4,0,Brian Chari
Sixes,6,2,0,0,Brian Chari
Ducks,2,0,1,0,Brian Chari
50s,2,0,0,0,Brian Chari
100s,0,0,0,0,Brian Chari
200s,0,0,0,0,Brian Chari
300s,0,0,0,0,Brian Chari
400s,0,0,0,0,Brian Chari
Matches,4,22,13,0,Timycen Maruma
Innings,7,18,13,0,Timycen Maruma
Runs,68,196,100,0,Timycen Maruma
Balls,186,330,110,0,Timycen Maruma
Highest,41,35,23,0,Timycen Maruma
Average,9.71,11.53,11.11,0,Timycen Maruma
SR,36.56,59.40,90.91,0,Timycen Maruma
Not Out,0,1,4,0,Timycen Maruma
Fours,8,14,6,0,Timycen Maruma
Sixes,0,6,4,0,Timycen Maruma
Ducks,3,1,1,0,Timycen Maruma
50s,0,0,0,0,Timycen Maruma
100s,0,0,0,0,Timycen Maruma
200s,0,0,0,0,Timycen Maruma
300s,0,0,0,0,Timycen Maruma
400s,0,0,0,0,Timycen Maruma
Matches,14,213,56,0,Elton Chigumbura
Innings,27,198,56,0,Elton Chigumbura
Runs,569,4340,893,0,Elton Chigumbura
Balls,1133,5423,637,0,Elton Chigumbura
Highest,88,117,54,0,Elton Chigumbura
Average,21.07,25.23,19,0,Elton Chigumbura
SR,50.23,80.03,140.19,0,Elton Chigumbura
Not Out,0,26,9,0,Elton Chigumbura
Fours,67,343,61,0,Elton Chigumbura
Sixes,6,106,53,0,Elton Chigumbura
Ducks,6,17,6,0,Elton Chigumbura
50s,4,19,3,0,Elton Chigumbura
100s,0,2,0,0,Elton Chigumbura
200s,0,0,0,0,Elton Chigumbura
300s,0,0,0,0,Elton Chigumbura
400s,0,0,0,0,Elton Chigumbura
Matches,22,61,49,0,Regis Chakabva
Innings,43,57,49,0,Regis Chakabva
Runs,1061,1188,682,0,Regis Chakabva
Balls,2615,1751,557,0,Regis Chakabva
Highest,101,102,48,0,Regis Chakabva
Average,27.21,22,14.51,0,Regis Chakabva
SR,40.58,67.85,122.45,0,Regis Chakabva
Not Out,4,3,2,0,Regis Chakabva
Fours,102,93,59,0,Regis Chakabva
Sixes,8,9,27,0,Regis Chakabva
Ducks,3,3,11,0,Regis Chakabva
50s,5,4,0,0,Regis Chakabva
100s,1,1,0,0,Regis Chakabva
200s,0,0,0,0,Regis Chakabva
300s,0,0,0,0,Regis Chakabva
400s,0,0,0,0,Regis Chakabva
Matches,34,205,44,0,Brendan Taylor
Innings,68,203,45,0,Brendan Taylor
Runs,2320,6684,934,0,Brendan Taylor
Balls,4138,8722,790,0,Brendan Taylor
Highest,171,145,75,0,Brendan Taylor
Average,36.25,35.55,23.95,0,Brendan Taylor
SR,56.07,76.64,118.23,0,Brendan Taylor
Not Out,4,15,6,0,Brendan Taylor
Fours,254,599,93,0,Brendan Taylor
Sixes,22,106,24,0,Brendan Taylor
Ducks,3,15,5,0,Brendan Taylor
50s,12,39,6,0,Brendan Taylor
100s,6,11,0,0,Brendan Taylor
200s,0,0,0,0,Brendan Taylor
300s,0,0,0,0,Brendan Taylor
400s,0,0,0,0,Brendan Taylor
Matches,15,49,21,0,Peter Moor
Innings,30,45,19,0,Peter Moor
Runs,734,828,364,0,Peter Moor
Balls,1569,1225,286,0,Peter Moor
Highest,83,58,92,0,Peter Moor
Average,25.31,20.7,24.27,0,Peter Moor
SR,46.79,67.60,127.28,0,Peter Moor
Not Out,1,5,4,0,Peter Moor
Fours,83,48,22,0,Peter Moor
Sixes,7,30,24,0,Peter Moor
Ducks,4,3,0,0,Peter Moor
50s,6,4,1,0,Peter Moor
100s,0,0,0,0,Peter Moor
200s,0,0,0,0,Peter Moor
300s,0,0,0,0,Peter Moor
400s,0,0,0,0,Peter Moor
Matches,9,87,60,0,Tendai Chatara
Innings,18,57,16,0,Tendai Chatara
Runs,94,206,49,0,Tendai Chatara
Balls,201,439,77,0,Tendai Chatara
Highest,22,23,8,0,Tendai Chatara
Average,6.27,6.44,8.17,0,Tendai Chatara
SR,46.77,46.93,63.64,0,Tendai Chatara
Not Out,3,25,10,0,Tendai Chatara
Fours,15,17,2,0,Tendai Chatara
Sixes,1,2,0,0,Tendai Chatara
Ducks,6,9,2,0,Tendai Chatara
50s,0,0,0,0,Tendai Chatara
100s,0,0,0,0,Tendai Chatara
200s,0,0,0,0,Tendai Chatara
300s,0,0,0,0,Tendai Chatara
400s,0,0,0,0,Tendai Chatara
Matches,16,38,23,0,Donald Tiripano
Innings,31,29,16,0,Donald Tiripano
Runs,531,364,157,0,Donald Tiripano
Balls,1631,549,158,0,Donald Tiripano
Highest,95,55,28,0,Donald Tiripano
Average,22.13,17.33,13.08,0,Donald Tiripano
SR,32.56,66.31,99.37,0,Donald Tiripano
Not Out,7,8,4,0,Donald Tiripano
Fours,71,30,9,0,Donald Tiripano
Sixes,1,8,6,0,Donald Tiripano
Ducks,5,2,3,0,Donald Tiripano
50s,2,1,0,0,Donald Tiripano
100s,0,0,0,0,Donald Tiripano
200s,0,0,0,0,Donald Tiripano
300s,0,0,0,0,Donald Tiripano
400s,0,0,0,0,Donald Tiripano
Matches,15,84,32,0,Chris Mpofu
Innings,28,41,11,0,Chris Mpofu
Runs,105,57,35,0,Chris Mpofu
Balls,249,210,43,0,Chris Mpofu
Highest,33,9,17,0,Chris Mpofu
Average,5.83,2.85,8.75,0,Chris Mpofu
SR,42.17,27.15,81.40,0,Chris Mpofu
Not Out,10,21,7,0,Chris Mpofu
Fours,7,1,3,0,Chris Mpofu
Sixes,5,0,1,0,Chris Mpofu
Ducks,9,7,3,0,Chris Mpofu
50s,0,0,0,0,Chris Mpofu
100s,0,0,0,0,Chris Mpofu
200s,0,0,0,0,Chris Mpofu
300s,0,0,0,0,Chris Mpofu
400s,0,0,0,0,Chris Mpofu
Matches,13,49,21,0,Kyle Jarvis
Innings,24,33,12,0,Kyle Jarvis
Runs,128,222,55,0,Kyle Jarvis
Balls,384,337,64,0,Kyle Jarvis
Highest,25,37,27,0,Kyle Jarvis
Average,9.14,9.65,7.86,0,Kyle Jarvis
SR,33.34,65.88,85.94,0,Kyle Jarvis
Not Out,10,10,5,0,Kyle Jarvis
Fours,13,22,1,0,Kyle Jarvis
Sixes,1,3,4,0,Kyle Jarvis
Ducks,4,4,4,0,Kyle Jarvis
50s,0,0,0,0,Kyle Jarvis
100s,0,0,0,0,Kyle Jarvis
200s,0,0,0,0,Kyle Jarvis
300s,0,0,0,0,Kyle Jarvis
400s,0,0,0,0,Kyle Jarvis
Matches,5,14,13,0,Brandon Mavuta
Innings,8,10,10,0,Brandon Mavuta
Runs,82,92,65,0,Brandon Mavuta
Balls,208,107,51,0,Brandon Mavuta
Highest,56,28,28,0,Brandon Mavuta
Average,10.25,11.5,16.25,0,Brandon Mavuta
SR,39.43,85.99,127.46,0,Brandon Mavuta
Not Out,0,2,6,0,Brandon Mavuta
Fours,11,10,3,0,Brandon Mavuta
Sixes,1,1,3,0,Brandon Mavuta
Ducks,3,1,1,0,Brandon Mavuta
50s,1,0,0,0,Brandon Mavuta
100s,0,0,0,0,Brandon Mavuta
200s,0,0,0,0,Brandon Mavuta
300s,0,0,0,0,Brandon Mavuta
400s,0,0,0,0,Brandon Mavuta
